time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-2.447979650949305e-07,1.2304669099756406e-07,10.004104692594495,0.0001279532709412834,0.00022953582690998786,0.0,-2.148993000412797e-05,1.1308689983627998e-05,0.13681575121760275,0.006089000307993696,0.010549747830678075,0.0,448.5117246138841,449.3675084505693,447.6700410860287,448.1650957212728
0.12000000000000001,-9.875070380092724e-06,5.344298181314283e-06,10.015175918996327,6.283125145026772,0.0017225269708163182,0.0,-0.0004167573755034683,0.00018753471673967987,0.2322097791287711,-0.03720024102230664,0.04414333973073505,0.0,433.5578316214601,436.37079796135004,437.7689835310994,434.15257354236655
0.18,-7.276059391226266e-05,8.409287237736963e-06,10.028593739502364,6.2807351217634135,0.0042540745127706,0.0,-0.0018989757430327178,-0.00028050850761249637,0.21505376362049852,-0.0457013880429304,0.037974798731042834,0.0,398.3302713168411,397.76705301972083,398.4594797013353,397.6806530722195
0.23999999999999996,-0.0003197295131203063,-9.15513009023025e-05,10.051992645968326,6.277546637293499,0.0072728787439606535,0.0,-0.006711180248880789,-0.0034531802580470465,0.5648000602361996,-0.0753282892559094,0.06764713355307547,0.0,509.39059403287496,511.5088477512648,510.8432082155148,508.72485074069493
0.3,-0.0009109034644385369,-0.0004504734906438649,10.09168971461204,6.273231608621341,0.011504024925388379,0.0,-0.013474597946693907,-0.009021054160050512,0.7583190068093164,-0.065847383414876,0.07571743383173923,0.0,466.0060878244882,466.63993560663465,465.3118184840888,466.04955966895983
0.36000000000000004,-0.002015547439380078,-0.0012448502503118076,10.14350603004421,6.270829620398679,0.01619576379045018,0.0,-0.02389194058208383,-0.017804094590489494,0.9687256980063741,-0.01230572567015895,0.08273847634484645,0.0,470.8258923827983,471.37318681074845,469.3783058528429,473.51321490991006
0.4200000000000001,-0.003856094403490148,-0.002609817798747314,10.207753670233831,6.270403800033193,0.021068903714425602,0.0,-0.03803408696040782,-0.0277587943723298,1.1726638862815169,0.0016886720384564806,0.07799448488395012,0.0,467.95994783882855,467.5955348733881,471.13911246650207,472.2198381603516
0.48000000000000015,-0.0066198293349699405,-0.004553723226700678,10.282413959373251,6.271647578176129,0.025542685997577586,0.0,-0.054584338468641774,-0.0369469919900817,1.3158476529080332,0.04393634732098396,0.06662776351631514,0.0,452.9412277165609,452.0304701882233,449.49453853395556,452.9049961035116
0.5400000000000001,-0.010491797702843203,-0.007021279119842173,10.366386764625142,6.274020439286879,0.03001209463220178,0.0,-0.07495375229874554,-0.04502012656305785,1.483033212392417,0.028885044958999562,0.08681225844429874,0.0,458.3395228135663,459.9447581991381,460.50042935114755,459.3091241621697
0.6000000000000002,-0.015649337059741864,-0.009910337784306021,10.459001049362971,6.276163870942298,0.035663855058046146,0.0,-0.09753316280109349,-0.05107387033089862,1.6039299032242742,0.046741722967252514,0.10591359224570064,0.0,445.0385629905726,446.6064759729112,444.98700631444933,446.44677523205416
0.6600000000000003,-0.02224576168464611,-0.013106155921621346,10.557776676595362,6.27857091414559,0.041755818869329886,0.0,-0.12296570290720171,-0.05518754380766253,1.68844622603839,0.02160924048791061,0.09090093688388365,0.0,435.4026840992039,434.1540563488221,435.6166618351484,433.51093394126696
0.7200000000000003,-0.030445912339578846,-0.016501615605306115,10.660638015162903,6.279739511571622,0.04710194278232116,0.0,-0.15088206190886674,-0.05787682139404842,1.7401634723621995,0.014828625546521625,0.08523992157804926,0.0,424.03953161816185,423.56001644847765,425.2190022266636,424.63775964286356
0.7800000000000004,-0.040598654778394506,-0.020049389425631985,10.770259574068602,6.280255083273964,0.05201632891218555,0.0,-0.1880969301107506,-0.06029701914667296,1.913583458714599,-0.00836014712411684,0.0742348346322387,0.0,463.931824828519,463.0720927192958,463.0024309055031,461.17450790151224
0.8400000000000004,-0.05298457810535497,-0.023730089807686313,10.888211556540348,6.2798717399909325,0.05627823852318148,0.0,-0.225206597771259,-0.0624375291232305,2.0179422589523335,-0.0027125360971313743,0.06370574350678446,0.0,442.541345049837,441.6777398564993,442.0254221439737,442.49066503137
0.9000000000000005,-0.06740013617258568,-0.027529040158529305,11.007437900009856,6.280046867958362,0.06085823897903708,0.0,-0.2556531835048029,-0.06419252493280252,1.95635386212734,0.012303125583579922,0.09395288393343822,0.0,385.63317808406936,388.48489595099176,385.93275172300923,387.34734798220234
0.9600000000000005,-0.08398548534876195,-0.03144052151414047,11.1272455487423,6.281220791280642,0.0669275998404224,0.0,-0.29776724948805183,-0.06609203152893885,2.0370510938217588,0.03113397480067688,0.11264168080095,0.0,433.1184957420349,434.696302740285,435.21603597288686,436.7891944903557
1.0200000000000005,-0.10362232940089726,-0.035448066590558304,11.257722541326029,6.28317206710647,0.0739421781992684,0.0,-0.357641596529903,-0.06724779307434493,2.311596573373921,0.03516024331379937,0.12430470101991588,0.0,492.59861384515045,493.4709616362404,494.02983490257435,494.32688214219763
1.0800000000000005,-0.12692968437009713,-0.0394733189278588,11.403241481184109,0.002513850575167176,0.08129234237216298,0.0,-0.4201296324387612,-0.06664447010775902,2.5384764002241105,0.05329132436592688,0.11863465122460964,0.0,481.33763185583166,480.9206789251177,480.47848824474937,481.85183066751165
1.1400000000000006,-0.15371948513684547,-0.04341271864900839,11.556976245859671,0.005948228329979877,0.08829748141933269,0.0,-0.4735220036917117,-0.06435634910173604,2.585839072500992,0.06415053168019236,0.11269768178429238,0.0,426.89372868925926,426.39965502738085,427.03691803255,427.96457602571957
